x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
132.2329114191,405.1816901192,-360.0899488665,-350.8151448332,149.3517998606,-273.7121451646,369.0011035651,-144.0311060287,29.2244874872,-498.2314757071,-366.643962916,53.9246746339,5.8952639811,-88.6089177802,-246.4233981445,-166.3393266499,423.2464120723,-234.5365327783,-375.2446114086,-59.9792073481,329.7961242497,158.0119035207,142.9020916112,-318.1830989197,231.8934109062,40.2706065215,469.3866656162,-350.4409184679,-210.4520103894,28.211557772,-23.7853899598,-389.0770836733,493.8562624156,-50.4182791337,-454.9954277463,453.3753264695
438.5471688584,-111.3270823844,-31.7695047706,-150.1380437985,155.7053388096,-280.0220106728,-198.4455804341,269.2037611268,175.9653394111,223.5878035426,-185.0836854428,312.0109066367,81.7056889646,-250.0779125839,361.9493688457,334.9396060221,-497.5450746715,144.4956725463,263.8170323335,-70.53445559,-116.5332412347,-293.9323782921,-244.5412594825,296.6578793712,432.562828064,-171.9119646586,-18.3034022339,139.4844795577,-66.9363490306,151.6556078568,238.9546721242,-218.5444296338,242.2101977281,-380.0138821825,-108.1537804566,-120.8805651404
-337.7256523818,-74.2705925368,49.9369842,-370.0993834063,-60.3654948063,-329.93165683,-274.8679951765,-492.3807210289,449.4647714309,-159.7801963799,298.501227051,-32.6858018525,227.5189799257,-59.4748426229,283.0489347689,329.9649474211,-240.069984924,-461.2264698371,-27.1315937862,-472.5917391479,425.8175687864,-121.4803424664,-4.946123343,-71.0151735693,83.4585693665,-324.3874502368,374.7224248946,315.6529311091,0.7852320559,-124.1936506704,111.1801750958,-76.2266521342,-173.2009747066,106.6830968484,259.4149317592,360.3446520865
-155.0383106805,-265.8454338089,290.8977535553,-260.3358938359,437.1322304942,-161.3550111651,293.6068307608,-442.7782730199,154.4208703563,-425.7578938268,-89.870704338,-350.2680775709,-88.4986957535,406.3234846108,203.452788759,-279.1221980006,143.7654155307,166.7217505164,-0.6930637173,150.6403554231,-284.114160575,279.8871295527,-129.4911508448,447.9811773635,-311.820091214,20.1252438128,-40.1979512535,178.8195334375,197.3990830593,-322.683875449,-394.7923816741,-141.3391032256,11.2206642516,22.8134794161,-13.2359792478,312.5743507408
271.1150916293,-64.204193186,118.5501939617,-465.365823824,-118.5947502963,106.3299975358,-349.989191629,225.5658013746,351.5731990337,287.0790334418,-456.9245981984,44.4214367308,-397.5763088092,78.8129460998,431.0261779465,-206.7800667137,265.3438616544,92.4661476165,351.6820101067,-187.5413120724,-106.6950941458,62.992495019,-357.7693495899,219.6553680114,239.7284382023,244.9768320657,393.0368805304,419.9037961662,-313.6055646464,-347.8932837024,-275.5579724908,-486.3051059656,-414.2919224687,426.1526372284,-457.0994088426,437.1192590334
-368.6489509419,-79.871466849,473.1147550046,-403.4007382579,-221.9652454369,88.2733291946,-268.3425345458,84.4293814152,-109.2371754348,-62.6787832007,468.2784164324,-408.9086051099,-65.0213551708,-390.8103709109,256.9800326601,-352.5789622217,-365.7111846842,78.5476271994,-280.4494705051,-6.8295560777,-224.4442310184,-285.1318097673,-29.4574452564,-252.2241994739,115.8666550182,325.6223588251,-229.1419361718,323.1093641371,231.2764460221,-42.417996563,-302.8418961912,-329.9158564769,-4.3402607553,347.3811452277,-469.7640822269,-336.6060922854
117.0825478621,-399.7400430962,-360.3050210513,43.7928549945,430.1221179776,-390.1516217738,-32.976298593,4.6180197969,50.7955248468,-442.3058312386,355.3525577299,473.0746303685,186.0870490782,-349.9030452222,63.4148418903,205.3830926307,492.120063398,149.9748686329,485.7509383,215.654861182,-234.1885701753,-210.3250781074,-91.2787420675,-132.1186181158,370.8757101558,-265.0087657385,-188.5191197507,499.0894929506,63.2340162992,80.7353463024,136.252256576,104.2015240528,53.2413651235,434.9144734442,-324.9297509901,-338.5917614214
-193.6132526025,-430.9035339393,353.5122834146,26.5181488357,62.4441285618,-278.3062933013,-232.646797318,-384.9373240955,-279.6095898375,165.8948236145,410.4444608092,-34.6797811799,-434.9607732147,179.5201255009,-186.7479397915,-126.356636174,61.9132951833,-372.3778007552,16.027723439,-488.7425135821,-7.2968564928,66.4145154878,-121.8147301115,482.3882067576,308.0674041994,-2.3239273578,-440.8432124183,197.115839459,-225.8836505935,-81.0301508754,-8.3187483251,315.0194832124,-172.3720389418,-392.4375060014,-94.3235210143,288.2670531981
-57.9340928234,-195.6943767145,480.954028666,-309.4683969393,498.4731390141,-493.8697796315,-94.7204316035,358.3948267624,-398.3746739104,194.30570025,340.0599458255,136.9213513099,-385.7149104588,194.7546107695,327.3783749901,324.0187470801,-423.2434560545,446.3037056848,377.951878123,-295.4256865196,361.7367818952,228.7662369199,-340.1660243981,498.5986631364,-311.1312966794,-58.2432076335,-251.8706507981,-74.0807568654,-426.5133789741,126.2575150467,186.8007476442,-467.5392708741,-56.8559314124,302.837475203,-295.4145125113,-95.630730968
301.7053762451,-35.3870596737,394.3674666807,-235.3458683938,-161.9447758421,-469.3862185813,33.7092117406,-458.1398866139,-483.143617399,-304.0904649533,387.5160631724,237.1564493515,289.5008134656,240.7486392185,248.3549332246,-216.9113755226,-452.7653069235,26.3888509944,237.2224838473,-219.5117338561,-289.8999438621,-125.850383658,-170.3708074056,-52.2608519532,-183.7018122897,106.4127609134,-190.0260215625,-75.2773042768,-410.3598417714,10.0602917373,-439.8289695382,67.4746725708,422.3642190918,-210.5479803868,-31.7101771943,-265.6922140159
-237.7351745963,249.6917005628,134.0195019729,-458.0080229789,194.1550667398,25.824542623,-449.2740980349,42.9260069504,-194.7774938308,151.5570622869,-17.5193161704,-111.5499809384,-359.821905382,262.3851425014,101.368562784,370.5138065852,373.4869053587,-482.5772172771,-1.708209049,-333.7087235414,-348.3548462391,-167.3952112906,-422.1574855037,-348.1352729723,-476.3566767797,479.2774165981,232.6580244116,-185.6496566907,82.1400489658,83.3272207528,-205.4905579425,46.8263388611,-324.5625048876,320.0959046371,47.0555596985,-489.0391309746
384.9226119928,-431.5827731043,465.7746208832,259.1581218876,164.2121276818,33.0919800326,50.2347233705,457.4030647054,374.6635746211,219.5509546436,-447.1430992708,179.4734075665,473.2373417355,-92.9040117189,-298.5605821013,225.5540904589,194.4252001122,324.7093590908,290.1344136335,357.4847416021,200.1004461199,-411.3135575317,-200.8582516573,-109.531656839,-126.6664513387,215.5484273098,283.422020264,-213.777539786,-472.1924755722,480.60375778,320.1949642971,10.2815185674,77.9817271978,-148.1243455783,-137.2038661502,-280.6742037646
394.3466884084,388.332970906,274.0607415326,-329.4394938275,-86.7648534477,176.9125801511,294.9999943376,-426.6840028577,-29.2944982648,-7.099673152,-134.0690301731,409.5662883483,-299.9898344278,-437.721773982,92.298198957,-112.3959789984,-295.6562801264,390.2046927251,289.0961216763,246.0588170215,88.2034162059,53.0392588116,175.3667360172,101.446563378,116.9552723877,-277.5766034611,473.9007074386,40.891057346,-138.9367249794,-492.6353162155,-483.2286392339,-198.5134449787,-361.106463708,474.1266197525,14.6244522184,-291.3409559987
-215.2009205893,-287.7510297112,138.8889960945,110.4285754263,-256.8886610679,369.7398970835,64.9110530503,-278.0354549177,-352.628652472,-324.2028076202,-298.1872558594,-419.3846117705,70.854336489,210.1451708004,255.8345054276,-39.2159926705,-95.0984857045,170.2775973827,-161.4768113941,-489.4564799033,434.8207763396,430.8271748014,388.7375257909,12.3954005539,-332.7321512625,-229.9726293422,-150.8024577051,256.0050473548,-109.5339036547,278.2404241152,376.2605274096,-415.4673982412,-116.3344532251,-353.894195985,-206.8275376223,432.5541616417
118.1298848242,-231.5546954051,307.3623594828,-26.9280322827,472.275333479,218.4570888057,-39.9269624613,58.1109351479,370.2390552498,123.4137034044,366.7923505418,402.8306035325,-151.1621619575,-90.1088002138,-189.4613625482,-103.1852071173,-320.2460668981,-144.4155438803,59.2335485853,-295.0576525182,32.7952560037,-87.6658284105,-488.3970762603,329.5011199079,-229.2649592273,-149.979241658,463.0960822105,-323.1631903909,63.6843317188,386.8141947314,-189.3089688383,239.4384220243,-233.1523522735,100.2492224798,-150.4225237295,-62.1979888529
408.9790768921,260.2364276536,-160.8178541064,420.5651259981,-468.462608289,-391.7028191499,-52.454486955,-329.5086021535,-392.1916051768,214.117995929,-320.9576602094,373.9606360905,417.5467104651,-458.6019851267,-277.1179168485,-233.772915788,-375.6449497305,-192.0432136394,-461.7445496842,-33.9642688632,189.8718243465,-399.5748688467,-489.6606160328,-74.6712153777,-256.1676143669,298.8881929778,255.8612497523,-403.7395161577,342.5676096231,186.1777910963,284.1631658375,241.5647483431,408.4174279124,-111.3130850717,-151.3535859995,-361.5952236578
-288.6475599371,-206.3544765115,134.3286875635,438.0798544735,-451.0572659783,-349.2806055583,397.4412502721,-51.0750599205,435.6926372275,-318.8368328847,-335.3937380016,156.4176124521,-292.4300320447,276.43629862,479.1732709855,-21.393565461,-464.6691470407,329.710772261,459.3537561595,162.5368632376,175.7571902126,345.1800793409,274.0264176391,0.886474736,-409.0927555226,413.8656291179,260.0305029191,349.9526912346,-466.1784707569,90.1403250173,-69.665631745,-21.2687943131,271.7180321924,160.9822409227,200.2828354016,-330.9229332954
-299.5382086374,-199.6844303794,-337.7431551926,-191.8785227463,80.5310853757,-359.1364389285,-204.8996533267,-418.5285712592,-313.8387948275,309.3511243351,37.4466953799,-89.1823810525,128.4530498087,64.8769820109,465.1731159538,438.3490416221,305.6459631771,448.9558842033,358.5872813128,-242.9343801923,-48.8988081925,441.6000973433,-437.9926817492,-101.0151915252,378.0586430803,-160.3642627597,332.6685093343,-345.1117672957,-61.5577460267,-11.5528162569,129.730629269,-464.6222731099,-235.0269020535,-371.4716383256,153.6200749688,178.2614276744
-338.670999743,-96.2190367281,-449.2080518976,97.6706147194,485.9564523213,-6.1279698275,251.5288470313,-209.6965163946,311.3767914474,264.3530336209,366.6134560481,111.7248651572,-89.586946182,387.4410777353,164.5673890598,332.3498866521,-8.2905776799,-398.4467680566,-223.5562563874,1.874119509,157.7342394739,-27.1565816365,-343.0016729981,237.6791578718,31.6211222671,-242.1615440398,159.6428984776,-293.4717275202,398.9659608342,-168.1790067814,382.6910527423,93.4561192989,-97.1407396719,-323.8243325613,-107.3948843405,39.8202324286
-43.4914189391,-153.3471299335,160.2721544914,-449.97373363,470.101879444,7.2149741463,445.3379362822,-369.3487723358,309.7402062267,-18.5579522513,-327.6374177076,-240.1865161955,312.1987315826,-277.7995578945,-115.8868707716,-195.4485243186,-339.7352173924,305.1700671203,-309.9989392795,498.3305153437,39.3679859117,-420.6638643518,170.8831498399,-326.3878761791,456.2061033212,-9.0686599724,118.1998755783,-379.3228161521,420.9107751958,415.4356210493,-111.4696520381,-282.9982982948,355.5914871395,484.4440198503,14.1819622368,258.6506521329
39.7254633717,-305.2100799978,-305.894295685,291.4592712186,2.2954070009,262.0744467713,-205.2975073457,355.1843743771,-196.3476105593,96.5002803132,397.9219370522,185.2243347093,124.0880652331,22.8322064504,289.3659467809,96.6541599482,70.2025392093,-6.6756070592,-152.1709831432,440.9791943617,-342.2565613873,-97.5675401278,33.1046101637,398.9664167166,455.9860019945,-416.9643139467,-414.6863175556,-278.5701244138,247.4059229717,226.4901390299,-470.4387630336,-352.3977431469,426.1310487054,50.6493290886,356.2433370389,141.5163353086
-334.132887423,334.1870014556,-165.4260586947,-444.0224342979,-421.0906042717,-314.767150674,-435.2036523633,-416.2131506018,-14.2882941291,-119.7841078974,-125.996937044,65.3988225386,-451.8827432767,-259.1020963155,373.4737238847,466.4709190838,-105.9190472588,-196.923982352,462.2890348546,-462.6729981974,-306.0260023922,182.3562216014,389.1871934757,428.5727906972,-243.2569973171,80.77614801,367.0615102164,71.9207096845,151.3532339595,-380.2276384085,335.7099252753,251.1320854537,-15.4571598396,263.2783018053,381.7723137327,465.0525511242
228.5623787902,-319.0600075759,-315.7658637501,314.9471920915,-269.7853776626,-291.4999285713,-467.7847623825,-294.4215093739,-143.3556261472,-211.4984565414,369.4820287637,158.0148302019,206.7341255024,271.0691108368,-27.1158344112,-23.2553947717,-181.4241944812,298.6309812404,-308.18366725,-145.080411341,-379.0206871927,-138.9782056212,69.1677043214,22.900515236,-420.3518987633,-395.275849849,202.8089934029,-228.6278568208,-206.1917446554,-485.9177949838,276.7206421122,-223.0339008383,211.5183682181,-81.5755855292,447.283805348,138.2342977449
447.906028945,-441.5459120646,-76.8706067465,317.4638594501,-282.8405741602,-239.29786589,-58.5011108778,-342.3064388335,-378.0058654957,345.4431653954,-115.5357630923,-244.7436475195,-419.5471499115,-141.4481308311,264.1747510061,146.5838029981,-196.4341527782,90.9079578705,357.106030453,-366.470631212,-200.6887006573,193.3009489439,-498.3890149742,-111.0363369808,145.6381077878,-401.2075923383,-389.2423775978,451.6125358641,-464.6501233801,179.6198165976,-156.1619415879,469.2307771184,-10.7797901146,-40.8627148718,498.9238968119,303.847193718
-43.3641029522,-62.143612653,35.7157224789,-384.9078249186,298.4717884101,120.7700273953,-228.1670686789,-144.3162402138,-144.5804308169,-136.7125827819,190.4327156954,-406.4818625338,-328.9479333907,-318.7320725992,-14.9538605474,-366.0179511644,-468.8033680432,-109.9474458024,-118.9394686371,-271.8977350742,25.0103943981,-190.9456732683,-424.1746594198,-187.7125916071,-260.317357257,-96.0036572069,3.3605797216,251.8977154978,-374.6233731508,-129.7371261753,386.2504223362,361.6786133498,-175.9286276065,220.3547433019,413.9415351674,-240.2088912204
179.5252561569,-447.694432456,274.1518956609,-145.8125067875,415.3540572152,-218.144708313,196.0788411088,476.9535097294,36.7020424455,271.6240272857,-397.3419046961,259.3371253461,372.0848402008,70.0572431087,-329.5304239728,336.2958282232,-178.2064572908,113.2814516313,-15.6464017928,214.7683934309,-190.8327080309,-325.3214564174,322.2833587788,-383.5825691931,127.7604824863,356.9761631079,-301.6199385747,-326.3060729951,-226.1674688198,-196.6463108547,-34.5441610552,416.2887870334,-434.3491583131,-106.3032550737,361.1950566992,-394.6753162891
280.9855472296,-400.3258794546,-329.0835684165,329.2011944577,-144.3532211706,-358.1104115583,497.0879633911,157.6456669718,-148.7684175372,185.0326298736,-125.3914237022,-320.9283659235,-370.0839192607,452.0893897861,-417.834375985,123.99149267,-115.9251681529,-78.6376325414,30.9288594872,-387.6060135663,270.4340605997,185.2625277825,-292.6901970059,-244.1394552588,-308.0400461331,-229.053856805,291.8307990767,-199.753720779,-260.782782454,23.7771668471,-377.1527009085,194.5567922667,-83.9869384654,431.528467685,-301.0363280773,482.4355612509
-475.9015990421,-277.0552136935,92.4669606611,-115.5182598159,-144.5854310878,238.3140497841,-442.5914823078,-449.2700579576,-350.7907991298,-156.5843531862,-453.6552317441,156.9553255104,-0.4299972206,266.3815864362,457.6434632763,-74.9778114259,-354.2981399223,337.3131747358,-178.6544439383,-494.2691284232,294.4856323302,420.0287908316,423.8947061822,398.3340342529,-199.8792807572,-371.0693367757,437.6578195952,-285.0187253207,-309.7147825174,-376.3482808135,-285.5546656065,-317.2631696798,-242.0913781971,170.2086599544,-303.0469017103,-309.2755042017
-478.1749122776,-466.9748023152,92.21246792,484.6102832817,-47.337510623,344.2404991947,364.9573023431,118.1363030337,259.0401936322,286.7786870338,416.5204400197,-51.8390061334,-226.9593775272,75.3292306326,-386.3052199595,-152.0733092912,311.1634654924,222.5343366154,354.7632438131,-181.2413637526,6.6023753025,-33.8743268512,-325.8077404462,149.3076840416,414.2507677898,312.6613977365,-99.8818823136,285.2070857771,475.4968001507,-325.2722322941,149.5932005346,212.9264683463,-344.8409247212,258.5794245824,-55.6051065214,444.9781724252
314.2495206557,-445.5022537149,-185.0470332429,-154.9611794762,398.4625008889,-349.9234272167,-162.612750195,-483.1500751898,-311.4596824162,-110.600865446,459.0425831266,-258.1725763157,493.7440361828,58.3837451413,368.1690306403,103.8934662938,-275.6291204132,134.6011487767,-494.1545440815,-123.5980959609,-251.8486543559,179.6681829728,-316.8434565887,-187.973452732,-269.8176242411,175.1911807805,438.1806622259,-497.6026262157,-207.338788081,256.9910134189,247.9684553109,-394.1657356918,256.4810561016,-322.8841796517,285.5939790607,-21.9877795316
-408.2999667153,443.622238934,-85.4852483608,-432.5407566503,-40.7405295409,-163.0400568247,-32.4898865074,-303.3135826699,297.1191066317,131.2574958429,128.7021138705,-106.4882455394,356.0239006765,255.6089600548,-183.0952344462,137.4927260913,-498.6250288785,241.5124564432,-255.4223327897,-313.1958693266,451.3931525871,-435.2770224214,299.084670376,-283.9387361892,-158.3374403417,-177.3571493104,158.3940647542,129.0514771827,-31.8180681206,233.7327604182,346.5100908652,-204.8962037079,309.5065904781,-122.7274988778,318.9293132164,244.9736362323
-297.5398660637,-41.0228506662,249.434044119,287.5035065226,273.9235996269,-214.2324154265,-57.5188710354,208.617605269,-319.1686021164,44.7375713848,96.4327421971,252.0602992736,-306.2946302816,19.7975547053,-281.6028576344,-159.7475945018,-390.8603494056,99.8612432741,116.854716558,117.0256896876,271.9099866226,-8.8487924077,278.3498479985,225.9014016017,-275.1375986263,-237.6183527522,348.3473472297,-326.1284707114,-241.2058860064,52.6759163477,324.1303800605,-340.6958729029,-75.5346319638,489.4439056516,83.7300294079,250.6088265218
-251.8225330859,-381.3116331585,295.3824340366,492.57507734,-290.6673783436,-246.6261833906,-46.2622633204,470.1439249329,-291.0460596904,388.8764181174,-154.0337437764,154.871057719,-82.1277918294,-321.7940065078,-391.8659826741,-91.5699568577,-16.261711251,-310.5772095732,128.8401847705,416.9903593138,-17.446774058,-227.9278170317,217.18127653,165.7202527858,260.2937812917,-242.4118802883,-216.4699891582,-211.1055632122,-51.1986464262,-495.6469726749,-338.6697126552,-21.8593343161,-389.8281087168,158.9776594192,-62.4729846604,16.5502363816
159.8269077949,210.844472982,-336.937028449,99.3641330861,12.9894679412,313.9917026274,258.5524288006,490.6767881475,-195.2138510533,40.8077328466,-144.4298150018,-431.8979522213,91.1175487563,412.6465730369,350.9601736441,-412.3549032956,-448.8590038382,26.7228921875,131.6531179473,-306.041716598,356.8706554361,-74.8873800039,367.8076006472,-257.6491306536,-308.9369982481,-304.128060583,-480.3126859479,384.687427897,441.6075884365,98.7462205812,-372.266005259,325.2506111749,487.0284739882,487.5700436533,-410.2685907856,-384.20463074
-327.2279407829,280.0006135367,-29.6821845695,131.5276203677,-415.2795374393,396.8149195425,268.3597696014,322.6537033916,-159.2006599531,314.5108358003,-16.3763295859,-236.9675654918,286.1288376153,-32.6200481504,-245.1456063427,-162.2038073838,-159.3880555592,164.9528811686,363.0790039897,268.8268092461,172.1890158951,-19.2045900039,228.4595663659,-280.0623867661,-8.5326563567,-408.3515405655,-164.3415670842,-88.7153572403,-39.005918894,427.5247566402,408.5921104997,207.6082797721,272.3636673763,-383.8363611139,-137.7203329466,334.3670009635
-293.8082758337,-35.6903239153,152.7295885608,-73.799951002,-355.7731551118,-479.4168355875,441.2444420159,-4.6556727029,-247.8872416541,-240.8685074188,-277.0021595061,424.7069261037,49.3142614141,-175.2041140571,344.4575835019,298.6125256866,-219.2745348439,-347.1049237996,207.5468958355,240.6838452443,173.3928183094,213.102595415,-384.6732797101,-203.8111854345,-454.5912789181,-315.6244209968,300.3577501513,112.7130566165,368.3473481797,-186.1123484559,9.7619574517,69.2228800617,428.949651774,356.8046358414,-184.4787080772,466.3558150642
42.191346176,109.9594226107,88.0205915309,362.0864623226,-412.8209967166,-282.491134014,171.5123290196,-392.2809120268,-65.2875909582,-288.537831977,-455.340382643,94.1892676055,39.0252964571,-101.8382268958,404.9236783758,-447.7304560132,-5.7738055475,-40.3459691443,-94.699810259,380.2921478637,-429.8639660701,276.3228081167,157.4420924298,129.2526135221,348.6803905107,271.3299551979,242.5630469807,-242.8635847755,191.7326906696,451.3374972157,-370.6768499687,34.1835874133,-476.4421642758,436.5452006459,15.1945855469,375.4033176228
403.5661378875,-263.9134526253,406.6035742871,-213.7198606506,10.304285679,184.1334006749,-269.929502625,294.851181563,-436.1852500588,34.5027614385,-112.0843202807,198.8320779055,-229.2611724697,-192.5235795788,256.2004243955,-39.4612667151,-225.5060761236,-80.6192606688,32.0892222226,323.5620586202,107.5256741606,184.0103711002,-337.6875664108,485.0726043805,-384.7304666415,-164.9519414641,-347.2775649279,305.9674510732,394.9564951472,33.8209429756,428.5927680321,358.6595826782,-8.3872070536,36.2148974091,-336.2150490284,233.6722612381
329.7003703192,274.1304477677,310.4416895658,-406.5171252005,-333.3225129172,-151.4732954092,188.3267844096,208.2709586248,410.0071494468,-9.8321265541,-248.5471586697,-332.0937934332,499.6150825173,30.6996908039,-30.2925058641,-126.1423812248,-74.998319149,-496.7466113158,179.7036412172,279.103256762,-111.5575032309,53.0462386087,-451.8633759581,-467.7593503147,368.5995121486,52.0074800588,89.7216685116,-47.9127098806,-268.9114254899,405.6735988706,156.1833065934,-27.1609486081,-494.0595552325,341.0552530549,115.6446766108,-359.9153836258
-97.8515022434,409.8049416207,-408.339060843,45.4051289707,124.0068795159,183.6289078929,251.0603051633,-429.4452429749,313.801872544,68.0782156996,190.5757095665,5.9560881928,103.9782152511,-438.131547533,323.0810970999,24.0054000169,458.7621847168,416.0460378043,485.7645463198,244.7377122007,306.7347859032,291.552989278,131.0969898477,347.1133094281,-66.6018123738,-376.6571753658,-477.1454082802,-382.8767864034,-10.1481648162,439.797767438,-318.9153145067,-9.6894977614,148.6149607226,-228.3500586636,120.566166006,355.5569197051
-154.843820259,-460.0843912922,361.6358642466,13.9771364629,-86.263445206,170.2796607278,-109.7369017079,-348.1039511971,416.8934184127,-272.309562657,293.1822049432,-486.6753127426,448.0188391171,-147.3635388538,261.0052432865,-284.8701281473,187.7579116263,-352.773915045,-71.1890086532,-473.6650777049,111.0392189585,236.1578168347,104.4333027676,210.5243448168,282.6688964851,-183.8506492786,22.1400484443,107.798289042,-234.151314944,-381.1481837183,42.477176059,-86.0977303237,-44.5503108203,242.9296066985,-82.0944048464,239.3410163932
